Document Name,Collection First Name,Collection Last Name,SLNSW URL (Old),SLNSW URL (New),Original Document Name,Document Description,Author First Name,Author Last Name,Document Type,Start Day,Start Month,Start Year,End Day,End Month,End Year,Transcriber 1,Transcriber 2,Transcriber 3,Transcriber 4,Transcriber 5,Digital Scans Available,Transcription Available (In Catalouge),Included in Data Set,Number of Square Brackets Fixed,Number of Angled Brackets Fixed
Diary_0408,Francis,Smith,https://archival.sl.nsw.gov.au/Details/archive/110365814,https://collection.sl.nsw.gov.au/record/1LjRMpa9,document-item-01-frank-smith-diary-13-december-1914-8-july-1917-node-72708,"Describes the voyage to Egypt, Dec. 1914-Jan. 1915, hospital duties including treating the wounded arriving from the Dardanelles and the building of a hospital on the Peninsular, May 1915, events in camps and an armistice to bury the dead 24 May 1915. Includes a list of medical and surgical equipment at the rear of the diary",Francis,Smith,Diary,13,12,1914,8,7,1917,Donna Gallacher,,,,,TRUE,TRUE,TRUE,1,0
Diary_0409,Francis,Smith,https://archival.sl.nsw.gov.au/Details/archive/110365823,https://collection.sl.nsw.gov.au/record/1kVdP3zn,document-item-02-frank-smith-diary-8-july-1917-26-february-1919-node-80557,"Describes routines in Egyptian camps, aerial bombardments, work with the Australian Camel Field Ambulance near Moascar, camel transport between camps near Jerusalem and Jericho, leave in Jerusalem Aug. 1918 and embarking on the Port Darwin Nov. 1918, arriving in Melbourne 22 Nov. before entraining for Sydney",Francis,Smith,Diary,8,7,1917,27,12,1918,Miles Harvey,Barbara Myles,,,,TRUE,TRUE,TRUE,0,0
Diary_0410,William,Sparkes,https://archival.sl.nsw.gov.au/Details/archive/110363543,https://collection.sl.nsw.gov.au/record/9arpzlGn,document-item-01-william-sparkes-diary-9-june-1915-5-january-1916-node-72712,Diary describing his experiences as a gunner at Gallipoli and in hospital in Egypt,William,Sparkes,Diary,9,6,1915,5,1,1916,Miles Harvey,,,,,TRUE,TRUE,TRUE,1,0
Diary_0411,William,Sparkes,https://archival.sl.nsw.gov.au/Details/archive/110363544,https://collection.sl.nsw.gov.au/record/nQR284q1,document-item-02-william-sparkes-diary-5-january-1916--6-december-1916-node-80857,Diary describing his experiences in France and England,William,Sparkes,Diary,5,1,1916,6,12,1916,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0412,William,Sparkes,https://archival.sl.nsw.gov.au/Details/archive/110363545,https://collection.sl.nsw.gov.au/record/YRlZ2Wdn,document-item-03-william-sparkes-diary-5-april-1915-8-june-1915-node-80858,Diary describing his experiences in France and England,William,Sparkes,Diary,5,4,1915,8,6,1915,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0413,John,Springthorpe,https://archival.sl.nsw.gov.au/Details/archive/110348513,https://collection.sl.nsw.gov.au/record/9O4oKq5n,document-springthorpe-medical-diary-of-the-war-1914-1920-with-addenda-1926-john-william-springthorpe-node-80683,"Includes medical extracts from diary, 1914-1919",John,Springthorpe,Diary,5,12,1914,25,1,1919,,,,,,TRUE,FALSE,TRUE,10,0
Diary_0414,Malcolm,Stanley,https://archival.sl.nsw.gov.au/Details/archive/110365047,https://collection.sl.nsw.gov.au/record/9AL40voY,document-item-02-malcolm-stanley-diary-1-january-1917-19-february-1918-node-80734,"Diary written on board ship, in camps in England and from the front in France and Belgium",Malcolm,Stanley,Diary,1,1,1917,21,2,1918,,,,,,TRUE,FALSE,TRUE,346,0
Diary_0415,Malcolm,Stanley,https://archival.sl.nsw.gov.au/Details/archive/110365048,https://collection.sl.nsw.gov.au/record/YoldOW29,document-item-03-malcolm-stanley-diary-28-february-16-june-1918-node-80750,"Diary written in the trenches in France and Belgium. Includes Secret 39th Br. Order 7/5/1918, and newscuttings of battle lines and maps",Malcolm,Stanley,Diary,28,2,1918,31,3,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0416,Robert,Stewart,https://archival.sl.nsw.gov.au/Details/archive/110361485,https://collection.sl.nsw.gov.au/record/npAdZO41,document-item-01-robert-joseph-stewart-diary-25-september-9-december-1914-node-80720,"Describes camp at Kensington Race Course, embarking on A23 Troopship Suffolk 25 Sept. 1914 with convoy of troopships and arriving in Port Suez 1 Dec. 1914 and Mena Camp, Cairo 8 Dec. 1914. He was appointed Second Lieutenant in 'B' Company, 2nd Battalion and promoted to First Lieutenant en route to the Middle East. Diary includes descriptions of ship movements and communications between the ships. Includes a sketched plan of Kensington Camp, N.S.W., 1914",Robert,Stewart,Diary,25,9,1914,9,12,1914,,,,,,TRUE,FALSE,TRUE,6,0
Diary_0417,Leslie,Stuart,https://archival.sl.nsw.gov.au/Details/archive/110365057,https://collection.sl.nsw.gov.au/record/9O4oZa5n,document-item-01-leslie-kemnitz-stuart-diary-18-march-1915-4-march-1916-node-80715,"Describes events after enlisting in Liverpool, embarking on A40 Ceramic 25 June 1915, arriving in Aden 16 July, events in Heliopolis, embarking on Saturnia for Lemnos, fighting in the trenches in Gallipoli 19 Aug.-5 Oct. 1915, hospitalisation with dysentery in Malta and Egypt Oct.-Nov. 1915 and embarking for Alexandria 4 Jan. 1916",Leslie,Stuart,Diary,6,3,1915,4,3,1916,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0418,Leslie,Stuart,https://archival.sl.nsw.gov.au/Details/archive/110365058,https://collection.sl.nsw.gov.au/record/1LjRo7b9,document-item-02-leslie-kemnitz-stuart-diary-4-march-28-december-1916-node-80742,"Describes camps in Cairo and Ismalia, embarking from Alexandria for France, arriving 23 Mar. 1916, fighting in the Pozieres and Albert areas of France 23 Mar.-5 Aug. 1916, leave in England, 31 May-31 July 1918, being wounded 5 Aug. in France and recuperation in England Sept. Dec. 1918",Leslie,Stuart,Diary,4,3,1916,28,12,1916,,,,,,TRUE,FALSE,TRUE,545,0
Diary_0419,Sydney,Stutley,https://archival.sl.nsw.gov.au/Details/archive/110346090,https://collection.sl.nsw.gov.au/record/1l4dEaK1,document-item-02-sydney-james-dacres-stutley-diary-1916-node-72807,"Typescript of 1916 diary, with additional entries for 28 Jan.-28 Feb. 1916. Describes service with 3rd Reinforcements, 6th Field Artillery Brigade, 6th Field Artillery Brigade Ammunition Column and 17th Battery, Australian Field Artillery",Sydney,Stutley,Diary,1,1,1916,30,10,1916,Sandra Mutton,,,,,TRUE,TRUE,TRUE,0,0
Diary_0420,Eric,Susman,https://archival.sl.nsw.gov.au/Details/archive/110350082,https://collection.sl.nsw.gov.au/record/1Drmmp39,document-item-01-eric-susman-war-diary-1-january-1915-4-april-1916-node-80814,"Diary describes voyage to Egypt on Transport A38 Ulysses which embarked from Melbourne, Vic., 22 Dec. 1914, arrival at Port Said 30 Jan. 1915, the landing at Gallipoli, 25 Apr. 1915, evacuation 7 May 1915, medical duties, transfer to hospital at the former Luna Park resort, 20 May 1915 and war in Egypt. Includes photograph, small fabric Union Jack, 2 printed cigarette papers and 2 quills found in diary.",Eric,Susman,Diary,1,1,1915,4,4,1916,Judy Gimbert,,,,,TRUE,TRUE,TRUE,1,0
Diary_0421,Leslie,Sutherland,https://archival.sl.nsw.gov.au/Details/archive/110344603,https://collection.sl.nsw.gov.au/record/9AL4qB8Y,document-item-01-leslie-william-sutherland-diary-24-september-1914---23-september-1915-node-80342,"Diary includes clipping of map of the Dardenelles and list of transport ships, postage stamps, photographs and miscellanea",Leslie,Sutherland,Diary,24,9,1914,23,9,1915,Lyn Williams,John Kerr,,,,TRUE,TRUE,TRUE,4,0
Diary_0422,Leslie,Sutherland,https://archival.sl.nsw.gov.au/Details/archive/110344606,https://collection.sl.nsw.gov.au/record/92eVJlyY,document-item-02-leslie-william-sutherland-diary-1-january-13-december-1916-node-80546,"Diary for 1916 includes some entries for 1914 and 1915. Describes experiences in Palestine, being awarded the Distinguished Conduct Medal, 6 Sept. 1916 and hospitalisation for appendicitis, 20 Oct. 1916",Leslie,Sutherland,Diary,1,1,1916,13,12,1916,David Lambert,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0423,Harold,Taylor,https://archival.sl.nsw.gov.au/Details/archive/110366584,https://collection.sl.nsw.gov.au/record/1bGdZLlY,,"Describes camps in Egypt, gun school at Zeitoun, leaving Alexandria for France 19 Mar. 1916, billets, marches, camps, air battles and heavy bombardments in the trenches in France, attending bayonet fighting school 8 July 1916, his return to intense fighting in the trenches 25 July, army school at St Omen Sept. 1916, his being in charge of the company for a show attack at the school, 20 Oct. 1916 and his return to the front line near Mametz Wood Nov. 1916. He describes in detail the battle at Lagnicourt on 15 Apr. 1917 when his company stopped the German advance, which resulted in a recommendation for the Military Cross. The diary ends with a description of leave in England, 9-19 May 1917",Harold,Taylor,Diary,7,1,1916,19,5,1917,Val Ridley,,,,,TRUE,TRUE,TRUE,0,0
Diary_0424,Harold,Taylor,https://archival.sl.nsw.gov.au/Details/archive/110366625,https://collection.sl.nsw.gov.au/record/Yj7dvRL9,,"Describes his return from leave in England to Amiens, France, courtmartial sittings, camp parades, sporting matches and drills, leave in Paris 22-28 July 1917, intense fighting at Bellewaarde Ridge, Belgium, Sept. 1917 with details of casualties, and the taking of Daisy Wood, 9-10 Oct. 1917. Describes being in charge of work parties on railways near Menin Gate, billets and camps near St. Omen, sporting matches, route marches, drills and parades, leave in Paris Dec. 1917, being awarded the Military Cross by General Birdwood 13 Dec. 1917, leave in England 20 Feb.-7 Mar. 1918, where he inspected munitions factories including descriptions of the manufacturing processes, fighting at Hangard Wood and gas attacks at Villers-Bretonneux Apr. 1918 and events at Fovent Camp after his return to England, 2-7 June 1918",Harold,Taylor,Diary,20,5,1917,7,6,1918,David Lambert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0425,James,Tedder,https://archival.sl.nsw.gov.au/Details/archive/110362118,https://collection.sl.nsw.gov.au/record/nGm4WXGY,document-item-08-james-george-tedder-diary-26-august-24-october-1914-node-80653,"Describes activities after taking command of No. 3 Bde. Coy. AASC Divisional Train at Broadmeadow and Flemington, Victoria and embarking with horses on board HMTS Benalla 19 Oct. 1914",James,Tedder,Diary,26,8,1914,24,10,1914,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0426,James,Tedder,https://archival.sl.nsw.gov.au/Details/archive/110362120,https://collection.sl.nsw.gov.au/record/nmQd4w5n,document-item-10-james-george-tedder-diary-15-september-1918-13-december-1923-node-80657,"Describes embarking from Liverpool, England on D22 Arawa, the voyage to Australia, quarantine procedures in Sydney and arrival in Melbourne 18 Nov. 1918. Diary also includes letter regarding the sale of his cottage in Summer Hill, 13 Dec. 1923. Includes transcript of diary.",James,Tedder,Diary,15,9,1918,18,11,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0427,Fred,Tomlins,https://archival.sl.nsw.gov.au/Details/archive/110349858,https://collection.sl.nsw.gov.au/record/1LjR4Py9,document-item-01-fred-harold-tomlins-war-diary-21-august-1914---20-march-1915-node-72762,"Diary begins in training camp in Australia, 21 August 1914, describes voyage from Sydney to Alexandria on the Star of Victoria, 19 Oct. 1914 - 9 Dec. 1914, and life in Egyptian camps Jan.-Mar. 1915",Fred,Tomlins,Diary,21,8,1914,20,3,1915,Peter Mayo,Lynne Frizell,,,,TRUE,TRUE,TRUE,1,0
Diary_0428,Fred,Tomlins,https://archival.sl.nsw.gov.au/Details/archive/110349859,https://collection.sl.nsw.gov.au/record/nvg8W0M1,document-item-02-fred-harold-tomlins-war-diary-21-march-3-september-1915-node-80385,"Describes life in camp, marches, drills, training, departure from Alexandria on A3 transport ship 9 May 1915 and landing at Gallipoli 12 May 1915",Fred,Tomlins,Diary,21,3,1915,3,9,1915,Judy Gimbert,,,,,TRUE,TRUE,TRUE,1,0
Diary_0429,Fred,Tomlins,https://archival.sl.nsw.gov.au/Details/archive/110349860,https://collection.sl.nsw.gov.au/record/9PQ8KmNn,document-item-03-fred-harold-tomlins-war-diary-4-september-18-december-1915-node-80235,"Describes infantry service at the Dardanelles including tunneling, bombardments and activities in the trenches",Fred,Tomlins,Diary,4,9,1915,18,12,1915,Lynne Frizell,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0430,Fred,Tomlins,https://archival.sl.nsw.gov.au/Details/archive/110349861,https://collection.sl.nsw.gov.au/record/Yr8RWvdn,document-item-04-fred-harold-tomlins-war-diary-19-december-1915-18-march-1916-node-80236,"Describes trench warfare, departure for Lemnos 20 Dec. 1915, camp life in Mudros, embarking for Cairo on the Hororata 22 Dec. 1915, and events in Egyptian camps",Fred,Tomlins,Diary,19,12,1915,18,3,1916,Rex Minter,Peter Mayo,,,,TRUE,TRUE,TRUE,3,0
Diary_0431,Fred,Tomlins,https://archival.sl.nsw.gov.au/Details/archive/110349862,https://collection.sl.nsw.gov.au/record/nGm43q3Y,document-item-05-fred-harold-tomlins-war-diary-19-march-15-august-1916-node-80386,"Describes camp life in Egyptian desert, including working with horses, drills, parades and boxing tournaments",Fred,Tomlins,Diary,19,3,1916,15,8,1916,Peter Mayo,,,,,TRUE,TRUE,TRUE,1,2
Diary_0432,Fred,Tomlins,https://archival.sl.nsw.gov.au/Details/archive/110349863,https://collection.sl.nsw.gov.au/record/Y0KD0VD1,document-item-06-fred-harold-tomlins-war-diary-16-august-22-november-1916-node-80387,"Describes routines in camp, stable work, outbreaks of cholera and leave in Port Said",Fred,Tomlins,Diary,16,8,1916,22,11,1916,Lyne Frizell,Peter Mayo,,,,TRUE,TRUE,TRUE,0,0
Diary_0433,Fred,Tomlins,https://archival.sl.nsw.gov.au/Details/archive/110349864,https://collection.sl.nsw.gov.au/record/nmQdWNOn,document-item-07-fred-harold-tomlins-war-diary-23-november-1916-18-january-1917-node-80388,Describes routines in camp and aerial bombardments from the German Taubes,Fred,Tomlins,Diary,23,11,1916,18,1,1917,Debby Cramer,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0434,Fred,Tomlins,https://archival.sl.nsw.gov.au/Details/archive/110349865,https://collection.sl.nsw.gov.au/record/YzOgbkG9,document-item-08-fred-harold-tomlins-war-diary-19-january-28-april-1917-node-80389,"Describes routines in El Arish camp, including aerial bombardments and capture of soldiers from the Turkish infantry",Fred,Tomlins,Diary,19,1,1917,28,4,1917,Rex Minter,John Glennon,,,,TRUE,TRUE,TRUE,1,0
Diary_0435,Henry,Tucker,https://archival.sl.nsw.gov.au/Details/archive/110348777,https://collection.sl.nsw.gov.au/record/93QVdgW1,document-item-01-henry-frederick-wallace-tucker-diary-14-september-1914-31-december-1915-node-80338,"Describes voyage from Sydney to Port Said on Vestalia, 17 Dec. 1914 - 30 Jan. 1915, experiences in camp in Egypt, Feb. - May, 1915, at Gallipoli and office work in Alexandria May - June 1915, evacuation at Anzac 18 Dec. 1915",Henry,Tucker,Diary,24,12,1914,31,12,1915,Rex Minter,Judy Macfarlan,,,,TRUE,TRUE,TRUE,3,0
Diary_0436,Henry,Tucker,https://archival.sl.nsw.gov.au/Details/archive/110348779,https://collection.sl.nsw.gov.au/record/1wN2We0n,document-item-02-henry-frederick-wallace-tucker-diary-1-january---31-december-1916-node-80339,Describes hospitalisation and events with the regiment in Egypt,Henry,Tucker,Diary,1,1,1916,31,12,1916,Judy Gimbert,Judy Macfarlan,,,,TRUE,TRUE,TRUE,1,0
Diary_0437,Ormond,Tunks,https://archival.sl.nsw.gov.au/Details/archive/110368762,https://collection.sl.nsw.gov.au/record/nGm477GY,,The daily sick sanitary report for the 50th Battalion,Ormond,Tunks,Diary,9,1,1918,10,4,1919,Alison O'Sullivan,,,,,TRUE,TRUE,TRUE,2,0
Diary_0438,Walter,Urquhart,https://archival.sl.nsw.gov.au/Details/archive/110363944,https://collection.sl.nsw.gov.au/record/nQR2gpj1,document-item-01-walter-james-urquhart-diary-and-orders-24-october-6-december-1917-node-80317,"Diary by Major Walter Urquhart of General Staff Australian and New Zealand Mounted Division (Operations). Includes orders giving details of moves and operations at Abda, Esani, Tel el Saba and Jaffa, 24-31 Oct. 1917, 17 Nov.-6 Dec. 1917",Walter,Urquhart,Diary,24,10,1917,6,12,1917,Colin Smith,,,,,TRUE,TRUE,TRUE,2,0
Diary_0439,Hugh,Vernon,https://archival.sl.nsw.gov.au/Details/archive/110371448,https://collection.sl.nsw.gov.au/record/YoldKz39,document-box-08-item-11-hugh-venables-vernon-diary-1-january-22-august-1915-node-72593,"Describes events while with the 1st Light Horse in camp at Ma’adi, digging and inspections of trenches, camp at Ismalia, treatment at Heliopolis Hospital for injured nose, route marches, organising hospitals in Cairo for treatment of Gallipoli wounded, return to Alexandria in May 1915 and landing at Gallipoli 12 May. He describes heavy fighting at Anzac, soldiers swimming under fire, being transferred with influenza to Rewa hospital ship and then the Gloucester Castle anchored off Anzac, return to Alexandria 11 Aug. and seeing Frank Weir in hospital, 22 Aug. 1915",Hugh,Vernon,Diary,1,1,1915,22,8,1915,Rex Minter,,,,,TRUE,TRUE,TRUE,1,2
Diary_0440,Hugh,Vernon,https://archival.sl.nsw.gov.au/Details/archive/110371450,https://collection.sl.nsw.gov.au/record/92eV3BBY,document-box-08-item-13-hugh-venables-vernon-diary-12-january-21-april-1916-node-72594,"Diary of Major Vernon while C.O. of the 1st Light Horse Reserve Regiment, organising the personnel of the five units remaining at the Aerodrome Camp, Heliopolis",Hugh,Vernon,Diary,12,1,1916,21,4,1916,Eric Hetherington,,,,,TRUE,TRUE,TRUE,0,0
Diary_0441,Rupert,Vowles,https://archival.sl.nsw.gov.au/Details/archive/110336332,https://collection.sl.nsw.gov.au/record/YK5QZvxn,document-item-01-r.-t.-vowles-diary-22-august-1915-23-february-1916-node-80501,"Vowles describes his work installing field telephones, laying cables and establishing wireless stations",Rupert,Vowles,Diary,22,8,1915,23,2,1916,Rex Minter,Betty Smith,,,,TRUE,TRUE,TRUE,8,0
Diary_0442,Rupert,Vowles,https://archival.sl.nsw.gov.au/Details/archive/110337258,https://collection.sl.nsw.gov.au/record/1LjRl2a9,document-item-02-r.-t.-vowles-diary-23-february-7-october-1916-node-80502,Describes camp activities in Cairo and setting up wireless operations in Egypt. Includes a detailed account of the Battle of Romani,Rupert,Vowles,Diary,23,2,1916,19,8,1916,Rex Minter,,,,,TRUE,TRUE,TRUE,2,0
Diary_0443,Rupert,Vowles,https://archival.sl.nsw.gov.au/Details/archive/110337383,https://collection.sl.nsw.gov.au/record/9yM6O6z9,document-item-03-r.-t.-vowles-diary-8-october-1916-4-june-1918-node-80503,Describes war experiences in the deserts in Egypt and Palestine including accounts of the battles of Gaza and Beersheba,Rupert,Vowles,Diary,8,10,1916,4,6,1918,Alison O'Sullivan,Donna Gallacher,,,,TRUE,TRUE,TRUE,0,0
Diary_0444,Rupert,Vowles,https://archival.sl.nsw.gov.au/Details/archive/110337405,https://collection.sl.nsw.gov.au/record/n88EKQ4n,document-item-04-r.-t.-vowles-diary-5-june-1918-1-september-1919-node-80504,"Describes war experiences in Egypt and Palestine, departure for Egypt on the S.S. Ellenga and homeward journey on the H.M.T. Burma. Includes drawings of flags, regimental colours and armbands",Rupert,Vowles,Diary,4,6,1918,1,9,1919,Tomas Drevikovsky,Adrian Bicknell,,,,TRUE,TRUE,TRUE,1,0
Diary_0445,Rupert,Vowles,https://archival.sl.nsw.gov.au/Details/archive/110337408,https://collection.sl.nsw.gov.au/record/16AJDdQn,document-item-05-r.-t.-vowles-diary-of-the-voyage-of-the-hmat-katuna-transporting-horses-guns-and-stores-for-first-expeditionary-forces-to-egypt-1914-1915-node-80505,Written in the Marconi Room of HMAT Kahuna. Includes lists of officers and ports of call and describes voyage from Sydney to Egypt and return to Melbourne,Rupert,Vowles,Diary,24,9,1914,21,1,1915,John Stephenson,Trish Barrett,Gail Gormley,,,TRUE,TRUE,TRUE,1,0
Diary_0446,Leo,Walsh,https://archival.sl.nsw.gov.au/Details/archive/110364855,https://collection.sl.nsw.gov.au/record/9qoQvM51,document-item-01-leo-walsh-war-diary-1-january-1916-23-february-1917-node-130882,"Describes voyage to Egypt on the Osterley, arriving in Zeitoun 14 Feb. 1916, training camp, drills, parades, departure for France 5 June 1916 and action in the Somme",Leo,Walsh,Diary,8,1,1916,2,1,1917,Lynne Palmer,,,,,TRUE,TRUE,TRUE,4,0
Diary_0447,Eric,Ward,https://archival.sl.nsw.gov.au/Details/archive/110319414,https://collection.sl.nsw.gov.au/record/1LjRwB49,document-ward-diary-6-october-1914---28-july-1915-eric-harford-ward-node-80245,"Diary, 6 Oct. 1914 - 28 July 1915, written as a lance corporal in the 1st Battalion, mainly at Gallipoli",Eric,Ward,Diary,6,10,1914,28,7,1915,Judy Gimbert,John Glennon,,,,TRUE,TRUE,TRUE,1,0
Diary_0448,Ernest,Ward,https://archival.sl.nsw.gov.au/Details/archive/110319415,https://collection.sl.nsw.gov.au/record/nvg8JE81,document-ward-diary-30-october-1917-16-january-1918-ernest-henry-ward-node-80345,"Part of a diary, 30 Oct. 1917 - 16 Jan. 1918 written as a sergeant of the 4th Battalion in France",Ernest,Ward,Diary,30,10,1917,16,1,1918,Judy Gimbert,Betty Smith,,,,TRUE,TRUE,TRUE,0,0
Diary_0449,Walter,Waterhouse,https://archival.sl.nsw.gov.au/Details/archive/110368623,https://collection.sl.nsw.gov.au/record/1kVd24Zn,document-item-03-walter-lawry-waterhouse-diary-4-april-1916-19-november-1916-node-72694,"Diary in fabric pouch, describes arriving at Marseilles 4 Apr. 1916, setting up camp, parades, departure for the Front May 1916, trench warfare and intense bombardments at Pozieres",Walter,Waterhouse,Diary,4,4,1916,10,11,1916,Lyn Williams,,,,,TRUE,TRUE,TRUE,0,0
Diary_0450,Frank,Weir,https://archival.sl.nsw.gov.au/Details/archive/110337276,https://collection.sl.nsw.gov.au/record/YK5QR38n,document-item-01-frank-valentine-weir-letter-diary-19-december-1914-31-december-1915-node-80510,"Describes voyage from Sydney with the First Light Horse Regiment on A42 Boorara, care of horses on board ship, arrival at Alexandria Feb. 1915, giving lectures in Cairo, fighting at Gallipoli where he was wounded Aug. 1915, hospitalisation Aug.-Oct. 1915, return to the Peninsular 20 Oct. 1915 and evacuation 19 Dec. 1915",Frank,Weir,Diary,19,12,1914,31,12,1915,June Pettit,,,,,TRUE,TRUE,TRUE,2,1
Diary_0451,Frank,Weir,https://archival.sl.nsw.gov.au/Details/archive/110337282,https://collection.sl.nsw.gov.au/record/1Drmz7N9,document-item-02-frank-valentine-weir-letter-diary-2-january-31-december-1916-node-80227,"Describes experiences with the 1st Light Horse Division in Sinai Peninsula, Egypt, promotion to Staff Captain 22 Mar. 1916, attending Court Martials in Cairo Apr. 1916, desert fighting at Romani, being wounded again 5 Aug. 1916, convalescence in England and marriage there to Dorothy Isherwood 2 Oct. 1916, and return to Egypt Nov. 1916",Frank,Weir,Diary,2,1,1916,31,12,1916,Lynne Palmer,Trish Barrett,,,,TRUE,TRUE,TRUE,704,4
Diary_0452,Frank,Weir,https://archival.sl.nsw.gov.au/Details/archive/110337283,https://collection.sl.nsw.gov.au/record/9yM6OGp9,document-item-03-frank-valentine-weir-letter-diary-1-january-31-december-1917-node-80511,"Describes experiences in Gaza and Sinai, including illness and hospitalisation in Cairo, 2 Aug. 1917, leave in England to see his English wife, and return to Egypt Dec. 1917",Frank,Weir,Diary,1,1,1917,31,12,1917,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0453,Frank,Weir,https://archival.sl.nsw.gov.au/Details/archive/110337284,https://collection.sl.nsw.gov.au/record/1bGdk2rY,document-item-04-frank-valentine-weir-letter-diary-1-january-31-december-1918-node-80512,"Describes his war experiences in Palestine, including visits from Banjo Paterson 1 Jan. and 22 Sept. 1918 and the photographer Frank Hurley 8 Jan. 1918 and 21 Feb. 1918, and leave in Cairo with his wife Dolly and new daughter Oct. 1918",Frank,Weir,Diary,1,1,1918,31,12,1918,Lynne Palmer,Adrian Bicknell,,,,TRUE,TRUE,TRUE,1,0
Diary_0454,Frank,Weir,https://archival.sl.nsw.gov.au/Details/archive/110337285,https://collection.sl.nsw.gov.au/record/npAdJb41,document-item-05-frank-valentine-weir-letter-diary-1-january---5-april-1919-node-80513,"Describes war experiences in Palestine and his job of writing a history of the 1st Light Horse Regiment, embarking on the S.S. Ulimaroa from Kantara 13 March 1919, and arrival in Australia April 1919",Frank,Weir,Diary,1,1,1919,5,4,1919,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0455,Donald,Wells,https://archival.sl.nsw.gov.au/Details/archive/110343169,https://collection.sl.nsw.gov.au/record/Yj7dQdD9,document-wells-war-diary-11-april-31-december-1917-donald-percival-wells-node-78152,"Describes life in prison camps, the food, medical treatment for his injured foot, escape attempts, letters he received from home and the social life in the camp. A portion of this diary was concealed in the sole of his boot to be smuggled out of Germany and entries, particularly for September, suffered damage",Donald,Wells,Diary,11,4,1917,31,12,1917,Barbara Manchester,,,,,TRUE,TRUE,TRUE,1,0
Diary_0456,Eric,Whettam,https://archival.sl.nsw.gov.au/Details/archive/110349043,https://collection.sl.nsw.gov.au/record/9arpVRKn,document-item-01-e.-whettam-diary-14-january-1915-30-december-1915-node-80365,"Diary describing his enlistment in Sydney 14 Jan. 1915, voyage to Egypt on H.M.A.T. Argyllshire 30 Oct. 1915, service in Egypt against the Bedouins and Senussi during 1915",Eric,Whettam,Diary,14,1,1915,30,12,1915,Rex Minter,Lyn Williams,,,,TRUE,FALSE,TRUE,0,0
Diary_0457,Eric,Whettam,https://archival.sl.nsw.gov.au/Details/archive/110349044,https://collection.sl.nsw.gov.au/record/nQR2BjG1,document-item-02-e.-whettam-diary-1-january-1916-21-december-1918-node-80383,"Describes sailing from Alexandria to Marseilles 17th-23rd Oct. 1916, experiences in France and Flanders in 1916-1917, hospitalisation in England and return to Australia. Includes leather wallet and newscutting of map 'Scene of operations in Mesopotamia'",Eric,Whettam,Diary,1,1,1916,29,2,1917,Allanah Jarman,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0458,Thomas,White,https://archival.sl.nsw.gov.au/Details/archive/110349871,https://collection.sl.nsw.gov.au/record/nV2q47En,,"An expanded version of White's other diaries, apparently kept at the same time. Includes menus and miscellaneous items",Thomas,White,Diary,7,10,1916,16,6,1919,David Lambert,Judy MacFarlan,Lynne Frizell,,,TRUE,TRUE,TRUE,3,2
Diary_0459,Thomas,White,https://archival.sl.nsw.gov.au/Details/archive/110349866,https://collection.sl.nsw.gov.au/record/YEGmXaqn,document-item-02-thomas-alexander-white-diary-18-may-1916-30-april-1917-node-80739,"Diary begins in training camp at Kiama, N.S.W., describes voyage from Sydney to England on HMAT A40 Ceramic 7 Oct. 1916, journey to France 6 Dec. 1916, conditions in the trenches there, and departure for duty at the Training Battalion in England, 13 Mar. 1917",Thomas,White,Diary,18,5,1916,30,4,1917,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0460,Thomas,White,https://archival.sl.nsw.gov.au/Details/archive/110349867,https://collection.sl.nsw.gov.au/record/1kVdW6pn,document-item-03-thomas-alexander-white-diary-18-may-13-november-1917-node-80752,"Diary describes activities at the Training Battalion in Codford, bombing instruction, marches, return to France 13 Aug. 1917 and warfare in France and Belgium",Thomas,White,Diary,18,5,1917,13,11,1917,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0461,Thomas,White,https://archival.sl.nsw.gov.au/Details/archive/110349868,https://collection.sl.nsw.gov.au/record/n5lV0Ka9,document-item-04-thomas-alexander-white-diary-19-november-1917-21-november-1918-node-80637,"Diary describes billets near Tortefontaine, France, trench warfare, being wounded 20 May 1918, experiences in hospital and while convalescing in England, May - Oct. 1918, return to France 3 Oct. 1918, ending with route march to Croix Fonsomme on way to Germany. Diary contains menus including a signed menu from the hospital ship Karoola, programmes, newscuttings and photographs",Thomas,White,Diary,16,11,1917,21,11,1917,,,,,,TRUE,FALSE,TRUE,0,0
